,experiment_setting_keys,experiment_setting_values,round,room,batch,timestamp,title,tree_tag,player_uuids,player_types,avatar_shapes,avatar_colors,adjacency_matrix,idnum_label_map,perspective_of_player,final_node,tree_status,players_abdicated,durations,cumulative_payoffs_tree,cumulative_payoffs_experiment,choice_type_,choice_type_A,choice_type_B,choice_type_BA,choice_type_BB,choice_type_BBA,choice_type_BBB,probability_,probability_A,probability_B,probability_BA,probability_BB,probability_BBA,probability_BBB,positionxy_,positionxy_A,positionxy_B,positionxy_BA,positionxy_BB,positionxy_BBA,positionxy_BBB,info_set_,info_set_A,info_set_B,info_set_BA,info_set_BB,info_set_BBA,info_set_BBB,time_,time_A,time_B,time_BA,time_BB,time_BBA,time_BBB,beliefs_,beliefs_A,beliefs_B,beliefs_BA,beliefs_BB,beliefs_BBA,beliefs_BBB,options_,options_A,options_B,options_BA,options_BB,options_BBA,options_BBB,payoffs__p0,payoffs__p1,payoffs_A_p0,payoffs_A_p1,payoffs_B_p0,payoffs_B_p1,payoffs_BA_p0,payoffs_BA_p1,payoffs_BB_p0,payoffs_BB_p1,payoffs_BBA_p0,payoffs_BBA_p1,payoffs_BBB_p0,payoffs_BBB_p1,choice__p0,choice__p1,choice_A_p0,choice_A_p1,choice_B_p0,choice_B_p1,choice_BA_p0,choice_BA_p1,choice_BB_p0,choice_BB_p1,choice_BBA_p0,choice_BBA_p1,choice_BBB_p0,choice_BBB_p1,prediction__p0,prediction__p1,prediction_A_p0,prediction_A_p1,prediction_B_p0,prediction_B_p1,prediction_BA_p0,prediction_BA_p1,prediction_BB_p0,prediction_BB_p1,prediction_BBA_p0,prediction_BBA_p1,prediction_BBB_p0,prediction_BBB_p1,choice_data__p0,choice_data__p1,choice_data_A_p0,choice_data_A_p1,choice_data_B_p0,choice_data_B_p1,choice_data_BA_p0,choice_data_BA_p1,choice_data_BB_p0,choice_data_BB_p1,choice_data_BBA_p0,choice_data_BBA_p1,choice_data_BBB_p0,choice_data_BBB_p1,prediction_data__p0,prediction_data__p1,prediction_data_A_p0,prediction_data_A_p1,prediction_data_B_p0,prediction_data_B_p1,prediction_data_BA_p0,prediction_data_BA_p1,prediction_data_BB_p0,prediction_data_BB_p1,prediction_data_BBA_p0,prediction_data_BBA_p1,prediction_data_BBB_p0,prediction_data_BBB_p1
10,,,10,0,1711732872,1711732872,ToM+MMMS-3421-3214,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['34147325-b926-467c-bedb-eaa5e2a13a05', '34f0d0cd-c50a-4fbd-8ccb-c334c080e778']","['participant', 'robot']","['curvy-x', 'jagged-sun']","['hsla(18, 82%, 59%, 1.0)', 'hsla(274, 81%, 43%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 141, 'min': 141, 'avg': 135.0, 'root': 8}","[4, 2]","[84, 93]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 8]","[117, 125]","[117, 125]","[125, 133]","[125, 133]","[133, 141]","[133, 141]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,3,3,0,0,4,2,0,0,2,1,1,4,B,,,,,BA,,,,,,,,,,B,,,BA,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 2.0967350006103516, 'rtimeup': 2.0967350006103516}",,,,,"{'rtype': 'd', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,,,,,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,"{'rtype': 'select-node', 'rtimedn': 5.096735000610352, 'rtimeup': 5.096735000610352}",,,,,,,,,
11,,,11,0,1711732882,1711732882,ToM+MMMS-3142-2341,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['34147325-b926-467c-bedb-eaa5e2a13a05', '34f0d0cd-c50a-4fbd-8ccb-c334c080e778']","['participant', 'robot']","['curvy-x', 'jagged-sun']","['hsla(18, 82%, 59%, 1.0)', 'hsla(274, 81%, 43%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,5,after,"[False, False]","{'max': 135, 'min': 135, 'avg': 130.75, 'root': 8}","[-6, 4]","[84, 93]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 8]","[118, 126]","[118, 126]","[119, 127]","[119, 127]","[127, 135]","[127, 135]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,3,2,0,0,1,3,0,0,4,4,2,1,B,,,,,BB,,,BBA,,,,,,,B,,,BA,,,,,BBA,,,,,"{'rtype': 'select-node', 'rtimedn': 2.3432669639587402, 'rtimeup': 2.3432669639587402}",,,,,"{'rtype': 'd', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,"{'rtype': 'select-node', 'rtimedn': 118.69, 'rtimeup': 118.69}",,,,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,"{'rtype': 'select-node', 'rtimedn': 4.34326696395874, 'rtimeup': 4.34326696395874}",,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,,
12,,,12,0,1711732891,1711732891,ToM+MSMM-2134-3214,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['34147325-b926-467c-bedb-eaa5e2a13a05', '34f0d0cd-c50a-4fbd-8ccb-c334c080e778']","['participant', 'robot']","['curvy-x', 'jagged-sun']","['hsla(18, 82%, 59%, 1.0)', 'hsla(274, 81%, 43%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,5,after,"[False, False]","{'max': 136, 'min': 136, 'avg': 131.75, 'root': 8}","[-7, 1]","[84, 93]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 8]","[119, 127]","[119, 127]","[120, 128]","[120, 128]","[128, 136]","[128, 136]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,3,0,0,1,2,0,0,3,1,4,4,B,,,,,BB,,,BBA,,,,,,,B,,,BA,,,,,BBB,,,,,"{'rtype': 'select-node', 'rtimedn': 2.176894426345825, 'rtimeup': 2.176894426345825}",,,,,"{'rtype': 'd', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,"{'rtype': 'select-node', 'rtimedn': 119.588, 'rtimeup': 119.588}",,,,,,,"{'rtype': 'd', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,"{'rtype': 'select-node', 'rtimedn': 3.176894426345825, 'rtimeup': 3.176894426345825}",,,,,"{'rtype': 'd', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,,
13,,,13,0,1711732900,1711732900,ToM+MSMM-2314-3241,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['34147325-b926-467c-bedb-eaa5e2a13a05', '34f0d0cd-c50a-4fbd-8ccb-c334c080e778']","['participant', 'robot']","['curvy-x', 'jagged-sun']","['hsla(18, 82%, 59%, 1.0)', 'hsla(274, 81%, 43%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 144, 'min': 144, 'avg': 138.0, 'root': 8}","[3, 2]","[84, 93]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 8]","[120, 128]","[120, 128]","[128, 136]","[128, 136]","[136, 144]","[136, 144]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,3,0,0,3,2,0,0,1,4,4,1,B,,,,,BA,,,,,,,,,,B,,,BA,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 4.2583911418914795, 'rtimeup': 4.2583911418914795}",,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,,,,,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,"{'rtype': 'select-node', 'rtimedn': 6.2583911418914795, 'rtimeup': 6.2583911418914795}",,,,,,,,,
14,,,14,0,1711732908,1711732908,ToM+MSMM-2413-2341,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['34147325-b926-467c-bedb-eaa5e2a13a05', '34f0d0cd-c50a-4fbd-8ccb-c334c080e778']","['participant', 'robot']","['curvy-x', 'jagged-sun']","['hsla(18, 82%, 59%, 1.0)', 'hsla(274, 81%, 43%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 145, 'min': 145, 'avg': 139.0, 'root': 8}","[4, 3]","[84, 93]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 8]","[121, 129]","[121, 129]","[129, 137]","[129, 137]","[137, 145]","[137, 145]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,2,0,0,4,3,0,0,1,4,3,1,B,,,,,BA,,,,,,,,,,B,,,BB,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 3.280972719192505, 'rtimeup': 3.280972719192505}",,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,,,,,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,"{'rtype': 'select-node', 'rtimedn': 5.280972719192505, 'rtimeup': 5.280972719192505}",,,,,,,,,
15,,,15,0,1711732915,1711732915,ToM+MSMM-3412-2341,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['34147325-b926-467c-bedb-eaa5e2a13a05', '34f0d0cd-c50a-4fbd-8ccb-c334c080e778']","['participant', 'robot']","['curvy-x', 'jagged-sun']","['hsla(18, 82%, 59%, 1.0)', 'hsla(274, 81%, 43%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 145, 'min': 145, 'avg': 139.0, 'root': 8}","[4, 3]","[84, 93]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 8]","[121, 129]","[121, 129]","[129, 137]","[129, 137]","[137, 145]","[137, 145]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,3,2,0,0,4,3,0,0,1,4,2,1,B,,,,,BA,,,,,,,,,,B,,,BB,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 2.1962103843688965, 'rtimeup': 2.1962103843688965}",,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,,,,,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,"{'rtype': 'select-node', 'rtimedn': 3.1962103843688965, 'rtimeup': 3.1962103843688965}",,,,,,,,,
16,,,16,0,1711732925,1711732925,ToM+SMSM-3412-2314,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['34147325-b926-467c-bedb-eaa5e2a13a05', '34f0d0cd-c50a-4fbd-8ccb-c334c080e778']","['participant', 'robot']","['curvy-x', 'jagged-sun']","['hsla(18, 82%, 59%, 1.0)', 'hsla(274, 81%, 43%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,6,after,"[False, False]","{'max': 139, 'min': 139, 'avg': 134.75, 'root': 8}","[-8, 4]","[84, 93]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 8]","[122, 130]","[122, 130]","[123, 131]","[123, 131]","[131, 139]","[131, 139]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,3,2,0,0,4,3,0,0,1,1,2,4,B,,,,,BB,,,BBB,,,,,,,A,,,BA,,,,,BBB,,,,,"{'rtype': 'select-node', 'rtimedn': 2.447911262512207, 'rtimeup': 2.447911262512207}",,,,,"{'rtype': 'd', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,"{'rtype': 'select-node', 'rtimedn': 122.931, 'rtimeup': 122.931}",,,,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,"{'rtype': 'select-node', 'rtimedn': 4.447911262512207, 'rtimeup': 4.447911262512207}",,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,,
17,,,17,0,1711732931,1711732931,ToM+SMSM-2134-1342,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['34147325-b926-467c-bedb-eaa5e2a13a05', '34f0d0cd-c50a-4fbd-8ccb-c334c080e778']","['participant', 'robot']","['curvy-x', 'jagged-sun']","['hsla(18, 82%, 59%, 1.0)', 'hsla(274, 81%, 43%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 147, 'min': 147, 'avg': 141.0, 'root': 8}","[1, 3]","[84, 93]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 8]","[123, 131]","[123, 131]","[131, 139]","[131, 139]","[139, 147]","[139, 147]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,1,0,0,1,3,0,0,3,4,4,2,B,,,,,BA,,,,,,,,,,A,,,BA,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 2.8219523429870605, 'rtimeup': 2.8219523429870605}",,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,,,,,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,"{'rtype': 'select-node', 'rtimedn': 2.8219523429870605, 'rtimeup': 2.8219523429870605}",,,,,,,,,
18,,,18,0,1711732937,1711732937,ToM+SMSM-2134-3241,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['34147325-b926-467c-bedb-eaa5e2a13a05', '34f0d0cd-c50a-4fbd-8ccb-c334c080e778']","['participant', 'robot']","['curvy-x', 'jagged-sun']","['hsla(18, 82%, 59%, 1.0)', 'hsla(274, 81%, 43%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 148, 'min': 148, 'avg': 142.0, 'root': 8}","[1, 2]","[84, 93]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 8]","[124, 132]","[124, 132]","[132, 140]","[132, 140]","[140, 148]","[140, 148]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,3,0,0,1,2,0,0,3,4,4,1,B,,,,,BA,,,,,,,,,,A,,,BA,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 1.4064373970031738, 'rtimeup': 1.4064373970031738}",,,,,"{'rtype': 'd', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,,,,,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,"{'rtype': 'select-node', 'rtimedn': 2.406437397003174, 'rtimeup': 2.406437397003174}",,,,,,,,,
19,,,19,0,1711732943,1711732943,ToM+SMSM-2134-4231,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['34147325-b926-467c-bedb-eaa5e2a13a05', '34f0d0cd-c50a-4fbd-8ccb-c334c080e778']","['participant', 'robot']","['curvy-x', 'jagged-sun']","['hsla(18, 82%, 59%, 1.0)', 'hsla(274, 81%, 43%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 148, 'min': 148, 'avg': 142.0, 'root': 8}","[1, 2]","[84, 93]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 8]","[124, 132]","[124, 132]","[132, 140]","[132, 140]","[140, 148]","[140, 148]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,4,0,0,1,2,0,0,3,3,4,1,B,,,,,BA,,,,,,,,,,A,,,BB,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 1.3101024627685547, 'rtimeup': 1.3101024627685547}",,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,,,,,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,"{'rtype': 'select-node', 'rtimedn': 2.3101024627685547, 'rtimeup': 2.3101024627685547}",,,,,,,,,
20,,,20,0,1711732950,1711732950,ToM+SSSS-3421-1342,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['34147325-b926-467c-bedb-eaa5e2a13a05', '34f0d0cd-c50a-4fbd-8ccb-c334c080e778']","['participant', 'robot']","['curvy-x', 'jagged-sun']","['hsla(18, 82%, 59%, 1.0)', 'hsla(274, 81%, 43%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,6,after,"[False, False]","{'max': 142, 'min': 142, 'avg': 137.75, 'root': 8}","[-9, 2]","[84, 93]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 8]","[125, 133]","[125, 133]","[126, 134]","[126, 134]","[134, 142]","[134, 142]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,3,1,0,0,4,3,0,0,2,4,1,2,B,,,,,BB,,,BBB,,,,,,,A,,,BB,,,,,BBA,,,,,"{'rtype': 'select-node', 'rtimedn': 1.4823782444000244, 'rtimeup': 1.4823782444000244}",,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,"{'rtype': 'select-node', 'rtimedn': 125.504, 'rtimeup': 125.504}",,,,,,,"{'rtype': 'd', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,"{'rtype': 'select-node', 'rtimedn': 3.4823782444000244, 'rtimeup': 3.4823782444000244}",,,,,"{'rtype': 'd', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,,
21,,,21,0,1711732955,1711732955,ToM+SSSS-3421-4231,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['34147325-b926-467c-bedb-eaa5e2a13a05', '34f0d0cd-c50a-4fbd-8ccb-c334c080e778']","['participant', 'robot']","['curvy-x', 'jagged-sun']","['hsla(18, 82%, 59%, 1.0)', 'hsla(274, 81%, 43%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,1,after,"[False, False]","{'max': 32, 'min': 32, 'avg': 26.0, 'root': 8}","[3, 4]","[84, 93]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 8]","[8, 16]","[8, 16]","[16, 24]","[16, 24]","[24, 32]","[24, 32]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,3,4,0,0,4,2,0,0,2,3,1,1,A,,,,,,,,,,,,,,,A,,,,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 1.8057100772857666, 'rtimeup': 1.8057100772857666}",,,,,,,,,,,,,,,"{'rtype': 'd', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,,,,,,,,,,
22,,,22,0,1711732964,1711732964,ToM+SSSS-3421-3241,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['34147325-b926-467c-bedb-eaa5e2a13a05', '34f0d0cd-c50a-4fbd-8ccb-c334c080e778']","['participant', 'robot']","['curvy-x', 'jagged-sun']","['hsla(18, 82%, 59%, 1.0)', 'hsla(274, 81%, 43%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,5,after,"[False, False]","{'max': 143, 'min': 143, 'avg': 138.75, 'root': 8}","[-8, 4]","[84, 93]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 8]","[126, 134]","[126, 134]","[127, 135]","[127, 135]","[135, 143]","[135, 143]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,3,3,0,0,4,2,0,0,2,4,1,1,B,,,,,BB,,,BBA,,,,,,,A,,,BA,,,,,BBA,,,,,"{'rtype': 'select-node', 'rtimedn': 2.001209020614624, 'rtimeup': 2.001209020614624}",,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,"{'rtype': 'select-node', 'rtimedn': 126.843, 'rtimeup': 126.843}",,,,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,"{'rtype': 'select-node', 'rtimedn': 3.001209020614624, 'rtimeup': 3.001209020614624}",,,,,"{'rtype': 'a', 'rtimedn': 2.345, 'rtimeup': 3.497}",,,,
